DATE,BOROUGH,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS STREET NAME,OFF STREET NAME,CONTRIBUTINGFACTOR,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1
9/1/2019,MANHATTAN,40.787224,-73.95417,POINT (-73.95417 40.787224),EAST 96 STREET                  ,MADISON AVENUE,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198398,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,,,,VANDERVORT AVENUE               ,MASPETH AVENUE,,Driver Inattention/Distraction,Unsafe Speed,,,,4199259,Sedan
9/1/2019,,,,,BRONX WHITESTONE BRIDGE         ,,,Following Too Closely,Unspecified,Unspecified,,,4198609,Sedan
9/1/2019,BROOKLYN,40.62418,-73.97048,POINT (-73.97048 40.62418),AVENUE J                        ,OCEAN PARKWAY,,Driver Inattention/Distraction,Unspecified,,,,4198078,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.642494,-73.97939,POINT (-73.97939 40.642494),,,472       MC DONALD AVENUE              ,Unspecified,Unspecified,,,,4199066,Carry All
9/1/2019,,40.76217,-73.7568,POINT (-73.7568 40.76217),CROSS ISLAND PARKWAY            ,,,Driver Inattention/Distraction,Unspecified,,,,4197907,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,BRONX WHITESTONE BRIDGE         ,,,Following Too Closely,Unspecified,,,,4198608,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.691227,-73.98214,POINT (-73.98214 40.691227),FLATBUSH AVENUE EXTENSION       ,FLEET STREET,,Passing or Lane Usage Improper,Unspecified,,,,4198084,Sedan
9/1/2019,QUEENS,40.758507,-73.776344,POINT (-73.776344 40.758507),,,207-07    NORTHERN BOULEVARD            ,Driver Inattention/Distraction,Unspecified,,,,4198072,Sedan
9/1/2019,BROOKLYN,40.683197,-73.98352,POINT (-73.98352 40.683197),,,280       WYCKOFF STREET                ,Following Too Closely,Unspecified,,,,4198188,Sedan
9/1/2019,,40.827274,-73.904915,POINT (-73.904915 40.827274),BOSTON ROAD                     ,EAST 166 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198196,Sedan
9/1/2019,,40.81129,-73.90032,POINT (-73.90032 40.81129),BRUCKNER EXPRESSWAY             ,,,Unspecified,Unspecified,Unspecified,,,4198534,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.71143,-73.72845,POINT (-73.72845 40.71143),CROSS ISLAND PARKWAY            ,,,Driver Inattention/Distraction,Unspecified,,,,4197900,Sedan
9/1/2019,BROOKLYN,40.62418,-73.97048,POINT (-73.97048 40.62418),AVENUE J                        ,OCEAN PARKWAY,,Outside Car Distraction,Unspecified,,,,4202277,Sedan
9/1/2019,STATEN ISLAND,40.54813,-74.19986,POINT (-74.19986 40.54813),HUGUENOT AVENUE                 ,RUMBA PLACE,,Fell Asleep,,,,,4198157,Sedan
9/1/2019,QUEENS,40.667397,-73.73757,POINT (-73.73757 40.667397),,,138-63    BROOKVILLE BOULEVARD          ,Unspecified,Unspecified,,,,4197901,Sedan
9/1/2019,,40.638103,-74.00326,POINT (-74.00326 40.638103),9 AVENUE                        ,,,Unspecified,Unspecified,Unspecified,,,4199060,Sedan
9/1/2019,BRONX,40.808163,-73.92653,POINT (-73.92653 40.808163),ALEXANDER AVENUE                ,EAST 135 STREET,,Other Vehicular,Other Vehicular,,,,4198281,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.828247,-73.89549,POINT (-73.89549 40.828247),HOME STREET                     ,EAST 169 STREET,,Unspecified,Unspecified,,,,4198550,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.711845,-73.859764,POINT (-73.859764 40.711845),WOODHAVEN BOULEVARD             ,METROPOLITAN AVENUE,,Unsafe Lane Changing,Other Vehicular,,,,4197996,Sedan
9/1/2019,QUEENS,40.69504,-73.797874,POINT (-73.797874 40.69504),,,107-32    155 STREET                    ,Passing Too Closely,Unspecified,,,,4198502,Sedan
9/1/2019,BROOKLYN,40.63575,-74.0084,POINT (-74.0084 40.63575),,,815       59 STREET                     ,Unspecified,Unspecified,,,,4199064,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.57529,-73.97655,POINT (-73.97655 40.57529),SURF AVENUE                     ,WEST 8 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198291,Sedan
9/1/2019,BRONX,40.841652,-73.87233,POINT (-73.87233 40.841652),MORRIS PARK AVENUE              ,ADAMS STREET,,Failure to Yield Right-of-Way,Unspecified,,,,4201257,Bike
9/1/2019,,40.735283,-73.85984,POINT (-73.85984 40.735283),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Unspecified,,,,4197982,Sedan
9/1/2019,,40.736732,-73.85451,POINT (-73.85451 40.736732),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Unspecified,,,,4198136,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.865685,-73.823425,POINT (-73.823425 40.865685),EINSTEIN LOOP                   ,HUTCHINSON RIVER PARKWAY EAST,,Unspecified,,,,,4202191,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.872143,-73.818695,POINT (-73.818695 40.872143),HUTCHINSON RIVER PARKWAY        ,,,Unspecified,Unspecified,,,,4198330,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.742973,-73.814316,POINT (-73.814316 40.742973),KISSENA BOULEVARD               ,BOOTH MEMORIAL AVENUE,,Other Vehicular,Passing or Lane Usage Improper,,,,4198623,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.68064,-73.95338,POINT (-73.95338 40.68064),BEDFORD AVENUE                  ,,,Passing or Lane Usage Improper,Unspecified,,,,4201793,Sedan
9/1/2019,QUEENS,40.699688,-73.73575,POINT (-73.73575 40.699688),115 AVENUE                      ,222 STREET,,Turning Improperly,Unspecified,,,,4198069,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.67169,-73.79121,POINT (-73.79121 40.67169),147 STREET                      ,SUTTER AVENUE,,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4198576,Sedan
9/1/2019,MANHATTAN,40.86361,-73.928215,POINT (-73.928215 40.86361),DONGAN PLACE                    ,ARDEN STREET,,Unspecified,Unspecified,,,,4198425,Sedan
9/1/2019,,40.68714,-73.80801,POINT (-73.80801 40.68714),VAN WYCK EXPWY                  ,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198312,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.654163,-73.72637,POINT (-73.72637 40.654163),148 ROAD                        ,HOOK CREEK BOULEVARD,,Passing or Lane Usage Improper,Unspecified,,,,4198065,Sedan
9/1/2019,,40.703674,-73.91513,POINT (-73.91513 40.703674),SAINT NICHOLAS AVENUE           ,,,Following Too Closely,Unspecified,,,,4198835,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.68175,-73.96748,POINT (-73.96748 40.68175),ATLANTIC AVENUE                 ,VANDERBILT AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198418,Sedan
9/1/2019,BRONX,40.86028,-73.89405,POINT (-73.89405 40.86028),MARION AVENUE                   ,EAST 188 STREET,,Unspecified,Unspecified,,,,4198287,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.71025,-73.96121,POINT (-73.96121 40.71025),WILLIAMSBURG BRIDGE             ,SOUTH 5 PLACE,,Unspecified,,,,,4198890,Bike
9/1/2019,QUEENS,40.721996,-73.84769,POINT (-73.84769 40.721996),69 ROAD                         ,GERARD PLACE,,Unspecified,,,,,4197980,Convertible
9/1/2019,,40.688904,-73.980934,POINT (-73.980934 40.688904),FLATBUSH AVENUE EXTENSION       ,,,Backing Unsafely,Unspecified,,,,4197738,Sedan
9/1/2019,MANHATTAN,40.726116,-74.0016,POINT (-74.0016 40.726116),THOMPSON STREET                 ,PRINCE STREET,,Driver Inattention/Distraction,Unspecified,,,,4198372,Sedan
9/1/2019,QUEENS,40.71501,-73.77591,POINT (-73.77591 40.71501),,,87-46     CHELSEA STREET                ,Unspecified,Unspecified,,,,4199447,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.747627,-73.976746,POINT (-73.976746 40.747627),EAST 37 STREET                  ,3 AVENUE,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4197993,Sedan
9/1/2019,BROOKLYN,40.651005,-73.94571,POINT (-73.94571 40.651005),EAST 34 STREET                  ,CHURCH AVENUE,,Unspecified,Unspecified,,,,4198027,Ambulance
9/1/2019,,40.759483,-73.904564,POINT (-73.904564 40.759483),57 STREET                       ,,,Unspecified,,,,,4198212,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.702614,-73.96058,POINT (-73.96058 40.702614),BROOKLYN QUEENS EXPRESSWAY      ,,,Unsafe Speed,Unspecified,,,,4198869,Sedan
9/1/2019,BROOKLYN,40.687546,-73.87655,POINT (-73.87655 40.687546),,,15        CHESTNUT STREET               ,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4199341,Sedan
9/1/2019,,40.80577,-73.90971,POINT (-73.90971 40.80577),BRUCKNER EXPRESSWAY             ,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4197894,Sedan
9/1/2019,BROOKLYN,40.720314,-73.9443,POINT (-73.9443 40.720314),,,497       MEEKER AVENUE                 ,Backing Unsafely,Unspecified,,,,4198789,Box Truck
9/1/2019,MANHATTAN,40.762154,-73.97207,POINT (-73.97207 40.762154),,,32        EAST 57 STREET                ,Driver Inattention/Distraction,Unspecified,,,,4197724,Taxi
9/1/2019,QUEENS,40.675842,-73.78305,POINT (-73.78305 40.675842),BAISLEY BOULEVARD               ,157 STREET,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4200770,Sedan
9/1/2019,BROOKLYN,40.620125,-73.96972,POINT (-73.96972 40.620125),,,1170      OCEAN PARKWAY                 ,Unspecified,Unspecified,,,,4199058,Sedan
9/1/2019,,40.743427,-73.775475,POINT (-73.775475 40.743427),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Unspecified,,,,4198071,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.778477,-73.98546,POINT (-73.98546 40.778477),WEST 70 STREET                  ,,,Other Vehicular,,,,,4198337,Bike
9/1/2019,BROOKLYN,40.6429,-73.96067,POINT (-73.96067 40.6429),,,1902      CORTELYOU ROAD                ,Unspecified,Unspecified,Unspecified,,,4198124,Taxi
9/1/2019,,40.652313,-73.95602,POINT (-73.95602 40.652313),LINDEN BOULEVARD                ,,,Driver Inattention/Distraction,Unspecified,,,,4198122,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.674416,-73.96695,POINT (-73.96695 40.674416),SAINT JOHNS PLACE               ,,,Alcohol Involvement,Unspecified,,,,4199603,Sedan
9/1/2019,,40.63043,-73.88593,POINT (-73.88593 40.63043),BELT PARKWAY                    ,,,Reaction to Uninvolved Vehicle,Unspecified,,,,4199272,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.76417,-73.83967,POINT (-73.83967 40.76417),VAN WYCK EXPWY                  ,,,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,4198043,Pick-up Truck
9/1/2019,BROOKLYN,40.670296,-73.906555,POINT (-73.906555 40.670296),,,1800      PITKIN AVENUE                 ,Reaction to Uninvolved Vehicle,Unspecified,,,,4199193,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.691895,-73.77822,POINT (-73.77822 40.691895),172 STREET                      ,LINDEN BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4200764,Sedan
9/1/2019,BROOKLYN,40.677353,-74.00446,POINT (-74.00446 40.677353),HUNTINGTON STREET               ,HICKS STREET,,Unspecified,Unspecified,,,,4198057,Taxi
9/1/2019,,40.77517,-73.92905,POINT (-73.92905 40.77517),12 STREET                       ,,,Unspecified,,,,,4200374,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.623768,-73.98907,POINT (-73.98907 40.623768),,,5923      17 AVENUE                     ,Passing Too Closely,Unspecified,,,,4199070,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.736546,-73.98905,POINT (-73.98905 40.736546),EAST 17 STREET                  ,PARK AVENUE SOUTH,,Other Vehicular,Other Vehicular,,,,4197824,Taxi
9/1/2019,BRONX,40.89572,-73.85656,POINT (-73.85656 40.89572),,,693       EAST 236 STREET               ,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4201974,Sedan
9/1/2019,BRONX,40.875145,-73.91216,POINT (-73.91216 40.875145),,,1         JACOBUS PLACE                 ,Unspecified,Unspecified,,,,4198855,Sedan
9/1/2019,,40.802753,-73.93358,POINT (-73.93358 40.802753),EAST 125 STREET                 ,,,Turning Improperly,Unspecified,,,,4198151,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.88972,-73.86385,POINT (-73.86385 40.88972),,,601       EAST 226 STREET               ,Unspecified,Unspecified,,,,4200706,Pick-up Truck
9/1/2019,MANHATTAN,40.788315,-73.97651,POINT (-73.97651 40.788315),WEST 86 STREET                  ,BROADWAY,,Driver Inattention/Distraction,Unspecified,,,,4198351,Sedan
9/1/2019,BROOKLYN,40.64957,-73.93887,POINT (-73.93887 40.64957),SNYDER AVENUE                   ,ALBANY AVENUE,,Unspecified,Unspecified,,,,4198104,Sedan
9/1/2019,BROOKLYN,40.691597,-73.991455,POINT (-73.991455 40.691597),COURT STREET                    ,LIVINGSTON STREET,,Driver Inattention/Distraction,,,,,4197896,Sedan
9/1/2019,BRONX,40.902958,-73.896416,POINT (-73.896416 40.902958),WEST 256 STREET                 ,BROADWAY,,Failure to Yield Right-of-Way,Unspecified,,,,4198001,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.72992,-73.83308,POINT (-73.83308 40.72992),PARK DRIVE EAST                 ,136 STREET,,Driver Inexperience,Unspecified,,,,4197999,Sedan
9/1/2019,BROOKLYN,40.693172,-73.97086,POINT (-73.97086 40.693172),MYRTLE AVENUE                   ,CLERMONT AVENUE,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4197675,Sedan
9/1/2019,,40.66172,-74.00011,POINT (-74.00011 40.66172),GOWANUS EXPY (BQE)              ,,,Failure to Yield Right-of-Way,Unspecified,,,,4199858,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.674934,-73.80186,POINT (-73.80186 40.674934),VAN WYCK EXPWY                  ,,,Unspecified,,,,,4198569,Sedan
9/1/2019,,,,,QUEENSBORO BRIDGE UPPER         ,,,Driver Inattention/Distraction,Unspecified,,,,4203878,Sedan
9/1/2019,,40.573708,-73.99072,POINT (-73.99072 40.573708),SURF AVENUE                     ,,,Driver Inattention/Distraction,,,,,4200599,Sedan
9/1/2019,BROOKLYN,40.696033,-73.98453,POINT (-73.98453 40.696033),TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,Unsafe Lane Changing,Unspecified,,,,4199526,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.83821,-73.82482,POINT (-73.82482 40.83821),,,1226      KEARNEY AVENUE                ,Animals Action,,,,,4198955,Sedan
9/1/2019,,40.613895,-74.01051,POINT (-74.01051 40.613895),84 STREET                       ,,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4202510,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.734974,-73.97987,POINT (-73.97987 40.734974),EAST 20 STREET                  ,,,Driver Inattention/Distraction,Unspecified,,,,4197822,Sedan
9/1/2019,BROOKLYN,40.67651,-73.89705,POINT (-73.89705 40.67651),,,61        PENNSYLVANIA AVENUE           ,Unspecified,Unspecified,,,,4199342,Bike
9/1/2019,BRONX,40.873474,-73.84914,POINT (-73.84914 40.873474),,,1309      GIVAN AVENUE                  ,Driver Inattention/Distraction,Unspecified,,,,4202175,Sedan
9/1/2019,QUEENS,40.655163,-73.736725,POINT (-73.736725 40.655163),253 STREET                      ,148 AVENUE,,Unspecified,Unspecified,,,,4198052,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.73244,-73.925255,POINT (-73.925255 40.73244),KOSCIUSKO BRIDGE                ,BROOKLYN QUEENS EXPRESSWAY,,Following Too Closely,Unspecified,,,,4198909,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.836617,-73.87377,POINT (-73.87377 40.836617),BRONX RIVER PARKWAY             ,,,Following Too Closely,Unspecified,Unspecified,Unspecified,,4198317,Sedan
9/1/2019,,40.588924,-74.167625,POINT (-74.167625 40.588924),RICHMOND AVENUE                 ,RICHMOND HILL ROAD,,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4198483,Sedan
9/1/2019,BRONX,40.808407,-73.908844,POINT (-73.908844 40.808407),WALES AVENUE                    ,SAINT MARYS STREET,,View Obstructed/Limited,Unspecified,,,,4198261,Sedan
9/1/2019,BROOKLYN,40.650764,-73.95061,POINT (-73.95061 40.650764),,,2839      CHURCH AVENUE                 ,Obstruction/Debris,Unspecified,,,,4199707,Taxi
9/1/2019,MANHATTAN,40.825073,-73.9493,POINT (-73.9493 40.825073),,,539       WEST 144 STREET               ,Unspecified,,,,,4199792,Sedan
9/1/2019,,40.575813,-74.11979,POINT (-74.11979 40.575813),RICHMOND ROAD                   ,,,Driver Inattention/Distraction,Unspecified,,,,4198000,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.67533,-73.93609,POINT (-73.93609 40.67533),BERGEN STREET                   ,,,Driver Inattention/Distraction,Unspecified,,,,4199658,Sedan
9/1/2019,BRONX,40.884426,-73.89541,POINT (-73.89541 40.884426),,,3900      ORLOFF AVENUE                 ,Unspecified,Unspecified,,,,4198444,Box Truck
9/1/2019,QUEENS,40.765354,-73.81733,POINT (-73.81733 40.765354),149 STREET                      ,NORTHERN BOULEVARD,,Following Too Closely,Unspecified,,,,4198621,Sedan
9/1/2019,,40.763958,-73.82814,POINT (-73.82814 40.763958),NORTHERN BOULEVARD              ,,,Following Too Closely,Unspecified,,,,4197919,Sedan
9/1/2019,,40.79337,-73.93274,POINT (-73.93274 40.79337),FDR DRIVE                       ,,,Driver Inattention/Distraction,Unspecified,,,,4200992,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.688652,-73.84709,POINT (-73.84709 40.688652),ATLANTIC AVENUE                 ,,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4200013,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.680424,-73.85954,POINT (-73.85954 40.680424),,,78-01     101 AVENUE                    ,Backing Unsafely,Unspecified,,,,4201334,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.75455,-73.74317,POINT (-73.74317 40.75455),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Unspecified,,,,4197973,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.73826,-73.79895,POINT (-73.79895 40.73826),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Following Too Closely,,,,4198622,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.715015,-73.741646,POINT (-73.741646 40.715015),HEMPSTEAD AVENUE                ,217 STREET,,Unspecified,Unspecified,Unspecified,,,4199041,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.64671,-73.95811,POINT (-73.95811 40.64671),,,1009      FLATBUSH AVENUE               ,Unspecified,,,,,4198123,Sedan
9/1/2019,BROOKLYN,40.582733,-73.96704,POINT (-73.96704 40.582733),,,2727      OCEAN PARKWAY                 ,Alcohol Involvement,,,,,4198354,Sedan
9/1/2019,,,,,EAST 96 STREET                  ,EAST RIVER,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198635,Sedan
9/1/2019,BROOKLYN,40.648567,-73.91781,POINT (-73.91781 40.648567),AVENUE B                        ,EAST 88 STREET,,Failure to Yield Right-of-Way,Unspecified,,,,4198018,Sedan
9/1/2019,,40.740364,-73.89972,POINT (-73.89972 40.740364),65 PLACE                        ,LAUREL HILL BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4198355,Sedan
9/1/2019,MANHATTAN,40.757668,-73.99483,POINT (-73.99483 40.757668),WEST 40 STREET                  ,DYER AVENUE,,Oversized Vehicle,Unspecified,,,,4199316,Sedan
9/1/2019,,40.69168,-73.99965,POINT (-73.99965 40.69168),COLUMBIA STREET                 ,ATLANTIC AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198191,Sedan
9/1/2019,,,,,CROSS ISLAND PARKWAY            ,,,Unspecified,Unspecified,,,,4198059,Sedan
9/1/2019,,,,,CENTER BOULEVARD                ,,,Alcohol Involvement,Unspecified,,,,4201846,Sedan
9/1/2019,BRONX,40.833588,-73.91498,POINT (-73.91498 40.833588),EAST 167 STREET                 ,GRANT AVENUE,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4197971,Sedan
9/1/2019,BRONX,40.852287,-73.890495,POINT (-73.890495 40.852287),QUARRY ROAD                     ,EAST 182 STREET,,Traffic Control Disregarded,Other Vehicular,,,,4198347,Sedan
9/1/2019,BRONX,40.817574,-73.90359,POINT (-73.90359 40.817574),UNION AVENUE                    ,EAST 156 STREET,,Backing Unsafely,Unspecified,,,,4198282,Box Truck
9/1/2019,,40.760456,-73.98374,POINT (-73.98374 40.760456),WEST 49 STREET                  ,,,Driver Inexperience,Unspecified,Unspecified,,,4197728,Sedan
9/1/2019,BRONX,40.871246,-73.89284,POINT (-73.89284 40.871246),,,10        EAST 198 STREET               ,Failure to Yield Right-of-Way,Unspecified,,,,4198521,Sedan
9/1/2019,QUEENS,40.695995,-73.782776,POINT (-73.782776 40.695995),MERRICK BOULEVARD               ,110 AVENUE,,Following Too Closely,Unspecified,,,,4198505,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.81207,-73.93603,POINT (-73.93603 40.81207),EAST 135 STREET                 ,MADISON AVENUE,,Unspecified,Unspecified,,,,4198163,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.67033,-73.774506,POINT (-73.774506 40.67033),140 AVENUE                      ,161 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198846,Sedan
9/1/2019,,40.804993,-73.911354,POINT (-73.911354 40.804993),BRUCKNER EXPRESSWAY             ,,,Unsafe Lane Changing,Unspecified,,,,4198279,Sedan
9/1/2019,BROOKLYN,40.651005,-73.94571,POINT (-73.94571 40.651005),EAST 34 STREET                  ,CHURCH AVENUE,,Unspecified,Unspecified,,,,4201741,Sedan
9/1/2019,QUEENS,40.707092,-73.89724,POINT (-73.89724 40.707092),FRESH POND ROAD                 ,MADISON STREET,,Lane Marking Improper/Inadequate,Unspecified,,,,4197992,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.757263,-73.86365,POINT (-73.86365 40.757263),,,33-14     105 STREET                    ,View Obstructed/Limited,Unspecified,,,,4198709,Sedan
9/1/2019,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,Following Too Closely,Unspecified,,,,4198587,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.6557,-73.74486,POINT (-73.74486 40.6557),147 DRIVE                       ,BROOKVILLE BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4198559,Sedan
9/1/2019,QUEENS,40.703438,-73.76667,POINT (-73.76667 40.703438),,,109-09    FARMERS BOULEVARD             ,Fell Asleep,Unspecified,Unspecified,,,4203373,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.65778,-73.951096,POINT (-73.951096 40.65778),,,288       HAWTHORNE STREET              ,Driver Inattention/Distraction,Unspecified,,,,4202400,Sedan
9/1/2019,BRONX,40.806026,-73.92765,POINT (-73.92765 40.806026),,,331       EAST 132 STREET               ,Unspecified,Unspecified,,,,4198272,Box Truck
9/1/2019,BROOKLYN,40.708508,-73.95071,POINT (-73.95071 40.708508),,,270       UNION AVENUE                  ,Unspecified,Unspecified,,,,4198829,Sedan
9/1/2019,,40.796158,-73.947655,POINT (-73.947655 40.796158),MADISON AVENUE                  ,,,Driver Inattention/Distraction,Unspecified,,,,4198417,Sedan
9/1/2019,BROOKLYN,40.60981,-73.92251,POINT (-73.92251 40.60981),FLATBUSH AVENUE                 ,AVENUE U,,Unspecified,Unspecified,,,,4199934,Sedan
9/1/2019,BRONX,,,,,,1981      SCHIEFELIN AVENUE             ,Failure to Yield Right-of-Way,Unspecified,,,,4201975,Sedan
9/1/2019,QUEENS,40.745827,-73.85626,POINT (-73.85626 40.745827),,,48-08     108 STREET                    ,Passing or Lane Usage Improper,Unspecified,,,,4197940,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.69773,-73.81409,POINT (-73.81409 40.69773),VAN WYCK EXPWY                  ,,,Following Too Closely,Unspecified,,,,4201324,Box Truck
9/1/2019,QUEENS,40.734985,-73.85066,POINT (-73.85066 40.734985),63 AVENUE                       ,108 STREET,,Traffic Control Disregarded,Unspecified,,,,4197986,Sedan
9/1/2019,,40.837177,-73.90799,POINT (-73.90799 40.837177),CLAY AVENUE                     ,,,Unspecified,,,,,4198061,Sedan
9/1/2019,QUEENS,40.756317,-73.83369,POINT (-73.83369 40.756317),41 AVENUE                       ,COLLEGE POINT BOULEVARD,,Unspecified,,,,,4200129,Convertible
9/1/2019,STATEN ISLAND,40.57925,-74.07781,POINT (-74.07781 40.57925),CAPODANNO BOULEVARD             ,SEAVIEW AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198543,Sedan
9/1/2019,MANHATTAN,40.78519,-73.94934,POINT (-73.94934 40.78519),3 AVENUE                        ,EAST 96 STREET,,Turning Improperly,Unspecified,,,,4198645,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.719746,-73.955696,POINT (-73.955696 40.719746),,,118       BEDFORD AVENUE                ,Passenger Distraction,Unspecified,,,,4198800,Taxi
9/1/2019,,40.831978,-73.93515,POINT (-73.93515 40.831978),HARLEM RIVER DRIVE              ,,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4198098,Sedan
9/1/2019,,40.733376,-73.86665,POINT (-73.86665 40.733376),LONG ISLAND EXPRESSWAY          ,,,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4198336,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.76496,-73.90532,POINT (-73.90532 40.76496),25 AVENUE                       ,48 STREET,,Traffic Control Disregarded,Unspecified,,,,4200379,Sedan
9/2/2019,,40.762676,-73.954346,POINT (-73.954346 40.762676),FDR DRIVE                       ,,,Pavement Slippery,,,,,4198429,Sedan
9/2/2019,,,,,HENRY HUDSON PARKWAY RAMP       ,,,Unspecified,Unspecified,,,,4201297,Sedan
9/2/2019,,,,,PELHAM PARKWAY                  ,EASTCHESTER ROAD,,Driver Inattention/Distraction,,,,,4199337,Station Wagon/Sport Utility Vehicle
9/2/2019,,,,,159 STREET                      ,HARDING EXPRESSWAY,,Passing Too Closely,Unspecified,,,,4198629,Tractor Truck Diesel
9/2/2019,,,,,GRAND CENTRAL PARKWAY           ,MAIN STREET,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4198604,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.713436,-73.76119,POINT (-73.76119 40.713436),JAMAICA AVENUE                  ,CARPENTER AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198965,Sedan
9/2/2019,QUEENS,40.693707,-73.779335,POINT (-73.779335 40.693707),,,172-09    SAYRES AVENUE                 ,Driver Inattention/Distraction,Unspecified,,,,4198577,Station Wagon/Sport Utility Vehicle
