DATE,BOROUGH,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS STREET NAME,OFF STREET NAME,CONTRIBUTINGFACTOR,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1
9/2/2019,QUEENS,40.658688,-73.72944,POINT (-73.72944 40.658688),257 STREET                      ,FRANCIS LEWIS BOULEVARD,,Reaction to Uninvolved Vehicle,Unspecified,,,,4199165,Sedan
9/2/2019,,40.691822,-73.92223,POINT (-73.92223 40.691822),BUSHWICK AVENUE                 ,,,Oversized Vehicle,Unspecified,,,,4198862,Pick-up Truck
9/2/2019,QUEENS,40.7666,-73.89117,POINT (-73.89117 40.7666),78 STREET                       ,ASTORIA BOULEVARD,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198683,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.640537,-73.98008,POINT (-73.98008 40.640537),DAHILL ROAD                     ,35 STREET,,Driver Inattention/Distraction,Unspecified,,,,4199062,Sedan
9/2/2019,,40.819046,-73.944695,POINT (-73.944695 40.819046),WEST 139 STREET                 ,,,Other Vehicular,Following Too Closely,,,,4198582,Taxi
9/2/2019,,40.838688,-73.93779,POINT (-73.93779 40.838688),AMSTERDAM AVENUE                ,WEST 166 STREET,,Traffic Control Disregarded,Unspecified,,,,4200040,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.750786,-73.86164,POINT (-73.86164 40.750786),,,104-58    39 AVENUE                     ,Driver Inattention/Distraction,,,,,4203053,E-Sco
9/2/2019,,40.62104,-74.03206,POINT (-74.03206 40.62104),90 STREET                       ,3 AVENUE,,Following Too Closely,Unspecified,,,,4198466,Sedan
9/2/2019,QUEENS,40.67376,-73.79473,POINT (-73.79473 40.67376),ROCKAWAY BOULEVARD              ,144 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198574,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.7233,-73.9606,POINT (-73.9606 40.7233),,,16        NORTH 11 STREET               ,Backing Unsafely,Unspecified,,,,4198803,Sedan
9/2/2019,,40.67144,-73.77537,POINT (-73.77537 40.67144),161 STREET                      ,,,Passing Too Closely,Unspecified,,,,4198872,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.711025,-73.814735,POINT (-73.814735 40.711025),,,142-09    84 DRIVE                      ,Unspecified,Unspecified,,,,4198367,Sedan
9/2/2019,,,,,,,88-08     23 aveneue                    ,Backing Unsafely,,,,,4198732,Station Wagon/Sport Utility Vehicle
9/2/2019,BRONX,40.864594,-73.90379,POINT (-73.90379 40.864594),,,2467      UNIVERSITY AVENUE             ,Unspecified,,,,,4198532,Pick-up Truck
9/2/2019,QUEENS,40.699253,-73.82286,POINT (-73.82286 40.699253),,,127-09    89 AVENUE                     ,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4199468,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.68409,-73.80169,POINT (-73.80169 40.68409),LINDEN BOULEVARD                ,,,Reaction to Uninvolved Vehicle,Unspecified,,,,4198847,Sedan
9/2/2019,BRONX,40.848404,-73.835945,POINT (-73.835945 40.848404),LAURIE AVENUE                   ,HUTCHINSON RIVER PARKWAY,,Driver Inexperience,Unspecified,,,,4200551,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.642174,-74.02064,POINT (-74.02064 40.642174),3 AVENUE                        ,60 STREET,,Unsafe Lane Changing,Unspecified,,,,4198352,Pick-up Truck
9/2/2019,,40.86226,-73.89589,POINT (-73.89589 40.86226),VALENTINE AVENUE                ,,,,,,,,4198685,
9/2/2019,MANHATTAN,40.746677,-73.98041,POINT (-73.98041 40.746677),,,120       EAST 34 STREET                ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4199448,Taxi
9/2/2019,QUEENS,40.74513,-73.908485,POINT (-73.908485 40.74513),,,56-02     ROOSEVELT AVENUE              ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198469,Sedan
9/2/2019,BRONX,40.85415,-73.88447,POINT (-73.88447 40.85415),EAST 187 STREET                 ,BEAUMONT AVENUE,,View Obstructed/Limited,,,,,4198758,Taxi
9/2/2019,BRONX,40.832035,-73.879974,POINT (-73.879974 40.832035),,,1340      ELDER AVENUE                  ,Alcohol Involvement,Unspecified,,,,4200628,Sedan
9/2/2019,,40.668682,-73.89987,POINT (-73.89987 40.668682),SUTTER AVENUE                   ,,,Passing or Lane Usage Improper,,,,,4199361,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.68199,-73.788414,POINT (-73.788414 40.68199),FOCH BOULEVARD                  ,155 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198882,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.715534,-73.9982,POINT (-73.9982 40.715534),,,68        BAYARD STREET                 ,Driver Inattention/Distraction,Unspecified,,,,4198849,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.8047,-73.91243,POINT (-73.91243 40.8047),BRUCKNER BOULEVARD              ,,,Unspecified,Unspecified,,,,4198274,Sedan
9/2/2019,,40.72545,-73.837776,POINT (-73.837776 40.72545),GRAND CENTRAL PKWY              ,,,Following Too Closely,Unspecified,,,,4198588,Taxi
9/2/2019,MANHATTAN,,,,RIVERSIDE BOULEVARD             ,WEST 61 STREET,,Backing Unsafely,Unspecified,,,,4202246,Motorcycle
9/2/2019,,40.686527,-73.83005,POINT (-73.83005 40.686527),113 STREET                      ,,,Passing or Lane Usage Improper,Unspecified,,,,4198808,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.673107,-73.99959,POINT (-73.99959 40.673107),BROOKLYN QUEENS EXPRESSWAY      ,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198589,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.684402,-73.86066,POINT (-73.86066 40.684402),,,94-18     80 STREET                     ,Driver Inattention/Distraction,Unspecified,,,,4200148,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.761143,-73.75549,POINT (-73.75549 40.761143),CROSS ISLAND PARKWAY            ,,,Following Too Closely,Unspecified,,,,4198452,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.631985,-73.94869,POINT (-73.94869 40.631985),,,2901      CAMPUS ROAD                   ,Unspecified,,,,,4198971,Sedan
9/2/2019,QUEENS,40.76501,-73.8871,POINT (-73.8871 40.76501),82 STREET                       ,ASTORIA BOULEVARD,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4199574,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.69323,-73.799644,POINT (-73.799644 40.69323),,,107-56    SUTPHIN BOULEVARD             ,Passing Too Closely,Unspecified,,,,4199082,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.61141,-74.03631,POINT (-74.03631 40.61141),BELT PARKWAY                    ,,,Following Too Closely,Unspecified,,,,4198476,Sedan
9/2/2019,,40.656437,-73.94727,POINT (-73.94727 40.656437),NEW YORK AVENUE                 ,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4202409,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.844135,-73.93752,POINT (-73.93752 40.844135),SAINT NICHOLAS AVENUE           ,WEST 173 STREET,,Unspecified,Unspecified,,,,4200069,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.761448,-73.80288,POINT (-73.80288 40.761448),NORTHERN BOULEVARD              ,163 STREET,,Driver Inattention/Distraction,,,,,4198615,Sedan
9/2/2019,QUEENS,40.58774,-73.809875,POINT (-73.809875 40.58774),ROCKAWAY BEACH BOULEVARD        ,BEACH 84 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198380,Sedan
9/2/2019,BROOKLYN,40.651733,-73.93039,POINT (-73.93039 40.651733),UTICA AVENUE                    ,CHURCH AVENUE,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4199723,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.7508,-73.99075,POINT (-73.99075 40.7508),,,435       7 AVENUE                      ,Driver Inattention/Distraction,,,,,4199614,Bike
9/2/2019,,40.7539,-73.93871,POINT (-73.93871 40.7539),24 STREET                       ,,,Pavement Slippery,Unspecified,,,,4198688,Bike
9/2/2019,BRONX,40.85592,-73.9172,POINT (-73.9172 40.85592),WEST 179 STREET                 ,CEDAR AVENUE,,Other Vehicular,Unsafe Speed,,,,4198687,Sedan
9/2/2019,BRONX,40.816864,-73.882744,POINT (-73.882744 40.816864),,,772       EDGEWATER ROAD                ,View Obstructed/Limited,Unspecified,,,,4198783,Tractor Truck Diesel
9/2/2019,BROOKLYN,40.677525,-73.86627,POINT (-73.86627 40.677525),,,1156      GLENMORE AVENUE               ,Unspecified,Unspecified,,,,4199357,Taxi
9/2/2019,QUEENS,40.713436,-73.76119,POINT (-73.76119 40.713436),JAMAICA AVENUE                  ,CARPENTER AVENUE,,Unsafe Lane Changing,Unspecified,,,,4198506,Sedan
9/2/2019,MANHATTAN,40.73541,-73.97515,POINT (-73.97515 40.73541),EAST 23 STREET                  ,AVENUE C,,Passing or Lane Usage Improper,Unspecified,,,,4205080,Ambulance
9/2/2019,,40.676758,-73.917404,POINT (-73.917404 40.676758),ATLANTIC AVENUE                 ,,,Following Too Closely,Unspecified,,,,4199093,Sedan
9/2/2019,,40.87686,-73.87974,POINT (-73.87974 40.87686),BAINBRIDGE AVENUE               ,,,Backing Unsafely,Unspecified,,,,4198523,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.748436,-73.984566,POINT (-73.984566 40.748436),5 AVENUE                        ,EAST 34 STREET,,Driver Inattention/Distraction,Unspecified,,,,4206498,Sedan
9/2/2019,,40.606453,-73.76096,POINT (-73.76096 40.606453),DICKENS STREET                  ,MOTT AVENUE,,Using On Board Navigation Device,Unspecified,,,,4201118,Bike
9/2/2019,BROOKLYN,40.63265,-73.94184,POINT (-73.94184 40.63265),,,1666      BROOKLYN AVENUE               ,Unspecified,Unspecified,,,,4199714,Sedan
9/2/2019,BRONX,40.84032,-73.88769,POINT (-73.88769 40.84032),,,1821      WATERLOO PLACE                ,Passing Too Closely,Unspecified,,,,4198757,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.705906,-73.79111,POINT (-73.79111 40.705906),,,92-18     168 PLACE                     ,Passing Too Closely,Passing Too Closely,,,,4198503,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.699673,-73.940056,POINT (-73.940056 40.699673),,,805       BROADWAY                      ,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,4198817,Station Wagon/Sport Utility Vehicle
9/2/2019,BRONX,40.816864,-73.882744,POINT (-73.882744 40.816864),,,772       EDGEWATER ROAD                ,Backing Unsafely,Unspecified,,,,4198551,Tractor Truck Diesel
9/2/2019,QUEENS,40.70242,-73.89848,POINT (-73.89848 40.70242),,,60-19     69 AVENUE                     ,Unspecified,,,,,4199116,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.667767,-73.87594,POINT (-73.87594 40.667767),,,428       MONTAUK AVENUE                ,Unspecified,,,,,4199350,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.604954,-73.96543,POINT (-73.96543 40.604954),EAST 7 STREET                   ,AVENUE R,,Unspecified,,,,,4198637,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.72545,-73.837776,POINT (-73.837776 40.72545),GRAND CENTRAL PKWY              ,,,Following Too Closely,Unspecified,,,,4201011,Sedan
9/2/2019,,,,,,,34 ave    80 street                     ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4204326,Sedan
9/2/2019,BROOKLYN,40.634075,-73.99508,POINT (-73.99508 40.634075),NEW UTRECHT AVENUE              ,52 STREET,,Unspecified,Unspecified,,,,4199324,Sedan
9/2/2019,,,,,CROSS BAY BOULEVARD             ,DESARC ROAD,,Following Too Closely,Unspecified,Unspecified,,,4198485,Station Wagon/Sport Utility Vehicle
9/2/2019,BRONX,40.902626,-73.85558,POINT (-73.85558 40.902626),,,4555      BRONX BOULEVARD               ,Unspecified,Unspecified,,,,4202084,Pick-up Truck
9/2/2019,,40.826523,-73.93116,POINT (-73.93116 40.826523),MAJOR DEEGAN EXPRESSWAY         ,,,Unsafe Lane Changing,Unspecified,,,,4198767,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.75732,-73.834015,POINT (-73.834015 40.75732),,,40-24     COLLEGE POINT BOULEVARD       ,Following Too Closely,Unspecified,,,,4198616,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.604954,-73.96543,POINT (-73.96543 40.604954),AVENUE R                        ,EAST 7 STREET,,Unspecified,Unspecified,,,,4198643,Sedan
9/2/2019,BRONX,40.862064,-73.89484,POINT (-73.89484 40.862064),EAST FORDHAM ROAD               ,TIEBOUT AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198686,Sedan
9/2/2019,BRONX,40.85482,-73.9112,POINT (-73.9112 40.85482),UNIVERSITY AVENUE               ,WEST 179 STREET,,,,,,,4198669,
9/2/2019,QUEENS,40.764923,-73.88663,POINT (-73.88663 40.764923),,,82-04     ASTORIA BOULEVARD             ,Backing Unsafely,Unspecified,,,,4198733,Taxi
9/2/2019,QUEENS,40.741028,-73.93432,POINT (-73.93432 40.741028),VANDAM STREET                   ,48 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198916,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.684147,-73.87339,POINT (-73.87339 40.684147),,,103       PINE STREET                   ,Backing Unsafely,Driver Inexperience,,,,4199360,Sedan
9/2/2019,BROOKLYN,40.639816,-73.994354,POINT (-73.994354 40.639816),NEW UTRECHT AVENUE              ,11 AVENUE,,Aggressive Driving/Road Rage,Unspecified,,,,4202271,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.773018,-73.952194,POINT (-73.952194 40.773018),EAST 80 STREET                  ,1 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198647,Sedan
9/2/2019,BROOKLYN,40.613647,-73.944374,POINT (-73.944374 40.613647),,,2910      NOSTRAND AVENUE               ,Turning Improperly,Unspecified,,,,4198636,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.811565,-73.942726,POINT (-73.942726 40.811565),LENOX AVENUE                    ,WEST 131 STREET,,Other Vehicular,Other Vehicular,,,,4198583,E-Bik
9/2/2019,,40.743973,-73.8851,POINT (-73.8851 40.743973),BROADWAY                        ,,,Passenger Distraction,Unspecified,,,,4198558,Sedan
9/2/2019,,40.757095,-73.915016,POINT (-73.915016 40.757095),BROADWAY                        ,,,Turning Improperly,Passing or Lane Usage Improper,,,,4198690,Sedan
9/2/2019,MANHATTAN,40.758327,-73.96894,POINT (-73.96894 40.758327),3 AVENUE                        ,EAST 54 STREET,,Turning Improperly,Unspecified,,,,4198479,Sedan
9/2/2019,STATEN ISLAND,40.604397,-74.069,POINT (-74.069 40.604397),NARROWS ROAD NORTH              ,FINGERBOARD ROAD,,Unspecified,,,,,4202061,Sedan
9/2/2019,BRONX,40.84518,-73.91417,POINT (-73.91417 40.84518),CROSS BRONX EXPRESSWAY          ,JEROME AVENUE,,Unsafe Speed,Unspecified,,,,4198334,Sedan
9/2/2019,QUEENS,40.698257,-73.82039,POINT (-73.82039 40.698257),130 STREET                      ,91 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4201331,Sedan
9/2/2019,MANHATTAN,40.71304,-73.994156,POINT (-73.994156 40.71304),,,68        HENRY STREET                  ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198857,Sedan
9/2/2019,BROOKLYN,40.613033,-74.01057,POINT (-74.01057 40.613033),,,1413      85 STREET                     ,Driver Inattention/Distraction,Unspecified,Unspecified,,,4198290,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.646786,-74.008575,POINT (-74.008575 40.646786),5 AVENUE                        ,47 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198477,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.73995,-73.84553,POINT (-73.84553 40.73995),GRAND CENTRAL PARKWAY           ,LONG ISLAND EXPRESSWAY,,Following Too Closely,Unspecified,,,,4198494,Sedan
9/2/2019,BRONX,40.846066,-73.881516,POINT (-73.881516 40.846066),HONEYWELL AVENUE                ,HORNADAY PLACE,,Passing Too Closely,Unspecified,,,,4198771,Sedan
9/2/2019,BRONX,40.843643,-73.91303,POINT (-73.91303 40.843643),WALTON AVENUE                   ,EAST MOUNT EDEN AVENUE,,Backing Unsafely,Unspecified,,,,4198393,Ambulance
9/2/2019,BROOKLYN,40.6442,-73.96595,POINT (-73.96595 40.6442),BEVERLEY ROAD                   ,RUGBY ROAD,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4198962,Sedan
9/2/2019,,40.57323,-74.14702,POINT (-74.14702 40.57323),RICHMOND HILL ROAD              ,,,Pavement Slippery,,,,,4198533,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.751442,-73.97606,POINT (-73.97606 40.751442),EAST 42 STREET                  ,LEXINGTON AVENUE,,Unspecified,Unspecified,,,,4198389,Sedan
9/2/2019,QUEENS,40.60397,-73.75475,POINT (-73.75475 40.60397),,,10-74     BEACH 22 STREET               ,Backing Unsafely,Unspecified,,,,4200790,Sedan
9/2/2019,BROOKLYN,40.71196,-73.9407,POINT (-73.9407 40.71196),BUSHWICK AVENUE                 ,GRAND STREET,,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4199297,Sedan
9/2/2019,,40.731163,-73.99193,POINT (-73.99193 40.731163),BROADWAY                        ,,,Passing Too Closely,Unspecified,,,,4198875,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.6552,-73.893555,POINT (-73.893555 40.6552),LOUISIANA AVENUE                ,STANLEY AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4199356,Station Wagon/Sport Utility Vehicle
9/2/2019,,,,,,,234       EAST 148 STREET               ,Unspecified,Unspecified,,,,4198488,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.772583,-73.91036,POINT (-73.91036 40.772583),36 STREET                       ,23 AVENUE,,Traffic Control Disregarded,Unspecified,Unspecified,,,4198694,Moped
9/2/2019,BROOKLYN,40.654224,-73.93936,POINT (-73.93936 40.654224),,,805       ALBANY AVENUE                 ,Unspecified,Unspecified,,,,4204549,Sedan
9/2/2019,,40.738194,-73.8492,POINT (-73.8492 40.738194),LONG ISLAND EXPRESSWAY          ,,,Failure to Yield Right-of-Way,Unspecified,,,,4198443,Station Wagon/Sport Utility Vehicle
9/2/2019,BRONX,40.822117,-73.89689,POINT (-73.89689 40.822117),INTERVALE AVENUE                ,WESTCHESTER AVENUE,,Unspecified,Unspecified,,,,4198780,Taxi
9/2/2019,BROOKLYN,40.639496,-73.93392,POINT (-73.93392 40.639496),FOSTER AVENUE                   ,EAST 45 STREET,,Driver Inattention/Distraction,Unspecified,,,,4201726,Sedan
9/2/2019,,40.659725,-73.95681,POINT (-73.95681 40.659725),MIDWOOD STREET                  ,,,Unspecified,Unspecified,,,,4206496,Sedan
9/2/2019,,40.799698,-73.92929,POINT (-73.92929 40.799698),FDR DRIVE                       ,,,Following Too Closely,Unspecified,,,,4198376,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.75539,-73.828285,POINT (-73.828285 40.75539),MAIN STREET                     ,MAPLE AVENUE,,Backing Unsafely,Unspecified,,,,4198625,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.701862,-73.94383,POINT (-73.94383 40.701862),BROADWAY                        ,WHIPPLE STREET,,Aggressive Driving/Road Rage,Unspecified,,,,4198892,Box Truck
9/2/2019,BRONX,,,,,,1871      SCHIEFELIN PLACE              ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4201981,Sedan
9/2/2019,,40.822643,-73.88606,POINT (-73.88606 40.822643),BRUCKNER EXPRESSWAY             ,,,Brakes Defective,Unspecified,Unspecified,,,4198553,Station Wagon/Sport Utility Vehicle
9/2/2019,BROOKLYN,40.608826,-73.97284,POINT (-73.97284 40.608826),,,394       AVENUE P                      ,Unspecified,Unspecified,,,,4198642,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.73326,-73.738014,POINT (-73.738014 40.73326),HILLSIDE AVENUE                 ,232 STREET,,Unspecified,Unspecified,,,,4199164,Sedan
9/2/2019,,40.873737,-73.90593,POINT (-73.90593 40.873737),MAJOR DEEGAN EXPRESSWAY         ,,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4198856,Sedan
9/2/2019,MANHATTAN,40.86674,-73.92873,POINT (-73.92873 40.86674),PAYSON AVENUE                   ,DYCKMAN STREET,,Traffic Control Disregarded,Unspecified,,,,4199465,Sedan
9/2/2019,QUEENS,40.68233,-73.779816,POINT (-73.779816 40.68233),,,119-49    165 STREET                    ,Unspecified,,,,,4199414,Sedan
9/2/2019,QUEENS,40.69795,-73.73666,POINT (-73.73666 40.69795),222 STREET                      ,115 ROAD,,Unspecified,Unspecified,Unspecified,,,4204237,Pick-up Truck
9/2/2019,MANHATTAN,40.80232,-73.95042,POINT (-73.95042 40.80232),,,106       WEST 116 STREET               ,Following Too Closely,Unspecified,,,,4199231,Station Wagon/Sport Utility Vehicle
9/2/2019,MANHATTAN,40.75887,-73.96428,POINT (-73.96428 40.75887),,,322       EAST 57 STREET                ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198472,Taxi
9/2/2019,BROOKLYN,40.64295,-73.95356,POINT (-73.95356 40.64295),EAST 25 STREET                  ,CLARENDON ROAD,,Unsafe Speed,Unspecified,Unspecified,,,4199722,Sedan
9/2/2019,QUEENS,40.665348,-73.72986,POINT (-73.72986 40.665348),SOUTH CONDUIT AVENUE            ,HOOK CREEK BOULEVARD,,Failure to Yield Right-of-Way,Unspecified,,,,4198499,Station Wagon/Sport Utility Vehicle
9/2/2019,,40.764706,-73.811005,POINT (-73.811005 40.764706),154 STREET                      ,,,Backing Unsafely,Unspecified,,,,4198614,Sedan
9/2/2019,BRONX,40.859642,-73.90534,POINT (-73.90534 40.859642),EVELYN PLACE                    ,GRAND AVENUE,,Failure to Yield Right-of-Way,,,,,4198530,Sedan
9/2/2019,BROOKLYN,40.66345,-73.88349,POINT (-73.88349 40.66345),HEGEMAN AVENUE                  ,JEROME STREET,,Backing Unsafely,Unspecified,,,,4199351,Station Wagon/Sport Utility Vehicle
9/2/2019,QUEENS,40.73675,-73.87767,POINT (-73.87767 40.73675),QUEENS BOULEVARD                ,BROADWAY,,Driver Inattention/Distraction,Unspecified,,,,4198489,Taxi
9/2/2019,,40.70003,-73.78873,POINT (-73.78873 40.70003),107 AVENUE                      ,MERRICK BOULEVARD,,Unspecified,,,,,4199004,Sedan
9/2/2019,MANHATTAN,40.745865,-73.99206,POINT (-73.99206 40.745865),,,132       WEST 27 STREET                ,Other Vehicular,,,,,4200089,Sedan
9/2/2019,BROOKLYN,40.62032,-73.99266,POINT (-73.99266 40.62032),,,6523      17 AVENUE                     ,Unspecified,,,,,4199187,Sedan
